Index	Area	Diameter	Ellipse ratio	Circularity	Convexity	Elongation	Red cursor	Green cursor
1614	58.7246	8.64699	0.511155	0.797725	0.904849	39.3138	0	0
1615	17.8079	4.76169	0.764709	0.921849	0.982481	100	0	0
1616	12.5898	4.00372	0.515467	0.880665	0.955931	79.8792	0	0
1617	64.1912	9.04051	0.502189	0.735996	0.875529	28.4484	0	0
1618	9.6908	3.51265	0.448539	0.802184	0.932117	40.3454	0	0
1619	8.03425	3.19836	0.965078	0.864516	0.963964	63.9357	0	0
1620	8.53122	3.2958	0.468862	0.711614	0.896955	25.3118	0	0
1621	4.80399	2.47318	0.763738	0.988423	0.964712	100	0	0
1622	7.04032	2.994	0.543456	0.826216	0.951541	46.8724	0	0
1623	5.4666	2.63824	0.636223	0.988232	1	100	0	0
1624	4.96964	2.51546	0.863522	0.984202	0.953518	100	0	0
1625	14.9089	4.35691	0.583316	0.692302	0.811536	23.1294	0	0
1626	3.89288	2.22634	0.743782	0.917602	1	100	0	0
1627	3.89288	2.22634	0.997714	0.917591	0.969842	100	0	0
1628	13.1695	4.09487	0.508542	0.869875	0.960833	67.8966	0	0
1629	12.2584	3.95069	0.700002	0.918148	0.982573	100	0	0
1630	4.96964	2.51546	0.744949	0.88864	0.971075	100	0	0
1631	9.11101	3.40595	0.840914	0.935843	0.9953	100	0	0
1632	7.78577	3.14852	0.928149	0.940171	0.960711	100	0	0
1633	14.4948	4.29597	0.663268	0.938431	0.974967	100	0	0
1634	30.8946	6.27186	0.638967	0.933298	0.923977	100	0	0
1635	6.9575	2.97633	0.406152	0.804516	0.960073	40.9042	0	0
1636	8.11708	3.21481	0.711248	0.856537	0.929901	59.1504	0	0
1637	6.29488	2.83106	0.785302	0.889883	0.994311	100	0	0
1638	15.4887	4.44082	0.937277	0.901053	0.92324	100	0	0
1639	6.12922	2.79356	0.794137	0.915381	0.987681	100	0	0
1640	7.53729	3.09787	0.541334	0.854904	0.977515	58.2891	0	0
1641	6.62619	2.9046	0.702308	0.896055	0.975416	100	0	0
1642	3.39592	2.07938	0.846468	0.890648	0.970951	100	0	0
1643	3.23027	2.02803	0.78774	0.966741	0.983557	100	0	0
1644	13.5009	4.14606	0.959324	0.916445	0.970469	100	0	0
1645	413.143	22.9353	0.772044	0.815123	0.822223	43.6304	0	0
1646	5.30095	2.59796	0.536929	0.862018	0.994507	62.3198	0	0
1647	23.1088	5.4243	0.571177	0.861901	0.950665	62.2468	0	0
1648	15.9857	4.5115	0.395348	0.756352	0.921149	31.4775	0	0
1649	13.5837	4.15876	0.495449	0.831043	0.928008	48.4382	0	0
1650	4.22419	2.31914	0.779947	0.907394	0.95947	100	0	0
1651	15.0746	4.38104	0.564897	0.920222	0.985437	100	0	0
1652	7.53729	3.09787	0.685327	0.877066	0.972107	74.915	0	0
1653	4.80399	2.47318	0.874156	0.934174	0.944331	100	0	0
1654	10.1049	3.58692	0.739147	0.770782	0.893956	33.9119	0	0
1655	5.4666	2.63824	0.690017	0.932005	0.988318	100	0	0
1656	9.77363	3.52763	0.427429	0.766887	0.936961	33.2279	0	0
1657	20.8725	5.15516	0.648183	0.703938	0.844547	24.4158	0	0
1658	4.30702	2.34177	0.810219	0.916237	0.975203	100	0	0
1659	6.21205	2.81237	0.790672	0.921528	0.967631	100	0	0
1660	10.3534	3.63075	0.59907	0.896408	0.973788	100	0	0
1661	8.19991	3.23117	0.644116	0.86968	0.965748	67.7381	0	0
1662	14.412	4.28368	0.32104	0.695683	0.947123	23.4947	0	0
1663	44.3126	7.51136	0.53509	0.807029	0.92435	41.5214	0	0
1664	3.81006	2.20252	0.746944	0.907767	1	100	0	0
1665	6.0464	2.77462	0.639925	0.949455	1	100	0	0
1666	3.72723	2.17845	0.828616	0.918163	0.976555	100	0	0
1667	39.4258	7.08509	0.729901	0.737197	0.847895	28.6158	0	0
1668	8.19991	3.23117	0.856416	0.910752	0.974649	100	0	0
1669	10.1049	3.58692	0.653762	0.851729	0.887399	56.7039	0	0
1670	4.47268	2.38638	0.865913	0.901385	0.986772	100	0	0
1671	14.412	4.28368	0.531364	0.75875	0.885637	31.864	0	0
1672	57.1509	8.53034	0.613506	0.677733	0.776822	21.6294	0	0
1673	13.9978	4.22168	0.781426	0.917753	0.953762	100	0	0
1674	28.4098	6.01435	0.678219	0.966297	0.991476	100	0	0
1675	21.8664	5.27647	0.669335	0.853857	0.94111	57.7535	0	0
1676	12.3413	3.96401	0.862707	0.891145	0.944475	100	0	0
1677	4.14137	2.29629	0.492322	0.850109	0.986772	55.9365	0	0
1678	16.8139	4.6269	0.558884	0.783581	0.924727	36.3184	0	0
1679	12.01	3.91044	0.923751	0.978424	0.988545	100	0	0
1680	36.444	6.8119	0.782927	0.859369	0.925502	60.7301	0	0
1681	36.941	6.85819	0.590437	0.826319	0.912788	46.9048	0	0
1682	13.915	4.20917	0.648365	0.915028	1	100	0	0
1683	26.7532	5.83637	0.705266	0.861615	0.922646	62.0698	0	0
1684	55.4115	8.39953	0.51362	0.662167	0.83773	20.147	0	0
1685	9.52514	3.4825	0.884908	0.961032	0.998143	100	0	0
1686	3.39592	2.07938	0.846702	0.966507	0.99374	100	0	0
1687	72.0598	9.57859	0.78473	0.626541	0.74934	17.1483	0	0
1688	4.88681	2.49441	0.856627	0.903347	0.95378	100	0	0
1689	5.30095	2.59796	0.832269	1	1	100	0	0
1690	13.0039	4.06904	0.760622	0.878569	0.983856	76.8067	0	0
1691	9.35949	3.45208	0.725173	0.798148	0.901465	39.4097	0	0
1692	6.9575	2.97633	0.615086	0.909349	0.96526	100	0	0
1693	4.96964	2.51546	0.675728	0.975711	1	100	0	0
1694	38.1834	6.97256	0.830092	0.924187	0.965593	100	0	0
1695	32.7168	6.45417	0.715304	0.895242	0.919878	100	0	0
1696	7.04032	2.994	0.533955	0.914738	0.943481	100	0	0
1697	6.12922	2.79356	0.768775	0.926887	0.982883	100	0	0
1698	6.37771	2.84962	0.780307	0.9176	0.993448	100	0	0
1699	53.258	8.23469	0.53202	0.747041	0.869427	30.039	0	0
1700	11.6787	3.85613	0.561183	0.861329	0.946106	61.8947	0	0
1701	3.81006	2.20252	0.961012	0.965594	0.98337	100	0	0
1702	13.2524	4.10773	0.774338	0.933361	0.946237	100	0	0
1703	5.71509	2.69753	0.59984	0.883891	0.977849	86.4705	0	0
1704	17.4766	4.71719	0.831226	0.905439	0.965261	100	0	0
1705	5.21812	2.57758	0.816186	0.903504	0.930266	100	0	0
1706	4.14137	2.29629	0.793237	0.917713	0.982471	100	0	0
1707	5.38378	2.61817	0.561858	0.837106	0.974347	50.5682	0	0
1708	21.0381	5.17558	0.555599	0.774556	0.878277	34.5951	0	0
1709	21.2866	5.20605	0.78563	0.740943	0.830662	29.1464	0	0
1710	3.23027	2.02803	0.787736	0.926288	0.970951	100	0	0
1711	17.3109	4.69478	0.848504	0.689222	0.784914	22.8025	0	0
1712	9.35949	3.45208	0.729245	0.938726	0.970268	100	0	0
1713	24.4341	5.57767	0.742057	0.864157	0.956709	63.6958	0	0
1714	16.5655	4.59258	0.738777	0.931849	0.992836	100	0	0
1715	21.5351	5.23635	0.611146	0.773048	0.884914	34.3195	0	0
1716	16.8968	4.63828	0.804706	0.878593	0.950793	76.8396	0	0
1717	3.39592	2.07938	0.846463	0.92702	1	100	0	0
1718	3.39592	2.07938	0.846753	0.890659	0.99374	100	0	0
1719	13.915	4.20917	0.817351	0.930397	0.996944	100	0	0
1720	12.1756	3.93732	0.907885	0.919784	0.978225	100	0	0
1721	5.21812	2.57758	0.751272	0.886822	0.987953	100	0	0
1722	19.6301	4.99938	0.744486	0.851207	0.881953	56.4538	0	0
1723	5.21812	2.57758	0.606538	0.903491	0.95187	100	0	0
1724	4.22419	2.31914	0.636829	0.876007	0.986772	73.6972	0	0
1725	3.81006	2.20252	0.734956	0.907767	0.994288	100	0	0
1726	5.05247	2.53634	0.968701	0.925989	1	100	0	0
1727	4.05854	2.27321	0.776827	0.90849	0.985133	100	0	0
1728	8.44839	3.27976	0.832517	0.882775	0.979486	83.7943	0	0
1729	5.13529	2.55704	0.716211	0.842215	1	52.5299	0	0
1730	5.30095	2.59796	0.655006	0.877613	0.990342	75.5796	0	0
1731	8.69687	3.32764	0.341971	0.763799	0.963477	32.7003	0	0
1732	5.88074	2.73635	0.623746	0.901265	0.95103	100	0	0
1733	28.327	6.00558	0.71121	0.886606	0.967394	100	0	0
1734	12.3413	3.96401	0.678688	0.886709	0.964086	100	0	0
1735	11.3473	3.80104	0.665137	0.857536	0.967758	59.6948	0	0
1736	12.3413	3.96401	0.582336	0.871934	0.962412	69.6534	0	0
1737	4.22419	2.31914	0.645193	0.907375	0.997162	100	0	0
1738	4.14137	2.29629	0.748646	1	0.967501	100	0	0
1739	5.30095	2.59796	0.531058	0.8665	1	65.3143	0	0
1740	7.95142	3.18183	0.848123	0.852805	0.953962	57.2285	0	0
1741	11.2645	3.78714	0.787553	0.940191	0.995143	100	0	0
1742	22.1149	5.30637	0.701924	0.884922	0.955787	89.7094	0	0
1743	7.53729	3.09787	0.909671	0.896321	0.966052	100	0	0
1744	6.29488	2.83106	0.770811	0.905155	1	100	0	0
1745	5.38378	2.61817	0.855709	0.912698	0.964801	100	0	0
1746	18.9675	4.91428	0.507525	0.769652	0.924347	33.7113	0	0
1747	31.8885	6.37195	0.471224	0.812573	0.928345	42.9451	0	0
1748	7.62012	3.11484	0.68016	0.90124	0.968127	100	0	0
1749	16.8139	4.6269	0.791144	0.992857	0.998297	100	0	0
1750	30.6461	6.24659	0.433326	0.730422	0.91156	27.6888	0	0
1751	6.37771	2.84962	0.593265	0.841394	0.945894	52.203	0	0
1752	9.52514	3.4825	0.705206	0.902054	0.985998	100	0	0
1753	22.7775	5.38528	0.678357	0.81518	0.920903	43.646	0	0
1754	4.96964	2.51546	0.680056	0.814123	0.933672	43.3592	0	0
1755	5.79791	2.71701	0.569995	0.868676	0.963912	66.9404	0	0
1756	3.6444	2.15411	0.799913	0.928914	0.926437	100	0	0
1757	19.2159	4.94636	0.744292	0.977936	0.969781	100	0	0
1758	4.22419	2.31914	0.821528	0.977454	0.972008	100	0	0
1759	11.0989	3.75919	0.488455	0.840887	0.959039	52.0037	0	0
1760	9.35949	3.45208	0.751408	0.938736	0.967148	100	0	0
1761	59.2215	8.6835	0.618761	0.836416	0.9088	50.3159	0	0
1762	10.3534	3.63075	0.708596	0.901355	0.974904	100	0	0
1763	5.63226	2.67791	0.72587	0.856187	0.969618	58.9631	0	0
1764	16.2342	4.54642	0.650805	0.7821	0.93478	36.0264	0	0
1765	8.03425	3.19836	0.461425	0.878785	0.996474	77.0976	0	0
1766	6.9575	2.97633	0.727645	0.898933	0.973269	100	0	0
1767	6.0464	2.77462	0.594253	0.828523	0.950841	47.6077	0	0
1768	37.438	6.90416	0.884504	0.944789	0.969931	100	0	0
1769	3.81006	2.20252	0.728334	0.849149	1	55.4935	0	0
1770	5.96357	2.75555	0.757803	0.919071	0.99319	100	0	0
1771	5.30095	2.59796	0.557596	0.855673	0.975658	58.6903	0	0
1772	5.21812	2.57758	0.749082	0.886823	0.946102	100	0	0
1773	4.14137	2.29629	0.866802	0.904016	0.919291	100	0	0
1774	3.81006	2.20252	0.949133	0.981926	0.965026	100	0	0
1775	4.14137	2.29629	0.436468	0.704979	0.962503	24.535	0	0
1776	5.54943	2.65815	0.835255	0.897963	0.969906	100	0	0
1777	32.3027	6.41319	0.538278	0.941505	0.960224	100	0	0
1778	7.37163	3.06363	0.824451	0.9253	0.978002	100	0	0
1779	3.39592	2.07938	0.846477	0.92702	1	100	0	0
1780	13.0039	4.06904	0.892957	0.883332	0.962891	85.054	0	0
1781	3.23027	2.02803	0.787737	0.926288	0.986774	100	0	0
1782	18.3877	4.83859	0.854897	0.939594	0.976078	100	0	0
1783	12.5069	3.99053	0.638244	0.809686	0.907948	42.193	0	0
1784	3.31309	2.05386	0.853823	0.997089	0.99374	100	0	0
1785	12.01	3.91044	0.615997	0.795983	0.891161	38.9229	0	0
1786	7.12315	3.01156	0.714653	0.941975	0.969385	100	0	0
1787	5.79791	2.71701	0.750305	0.879365	0.994061	77.9042	0	0
1788	8.86252	3.35918	0.685639	0.848562	0.920234	55.227	0	0
1789	3.56158	2.12949	0.665184	0.883392	0.991839	85.1988	0	0
1790	8.44839	3.27976	0.526695	0.8252	0.975538	46.5562	0	0
1791	9.19383	3.4214	0.481878	0.746346	0.906787	29.9354	0	0
1792	6.46053	2.86807	0.6949	0.986769	0.954256	100	0	0
1793	16.2342	4.54642	0.541071	0.834709	0.918758	49.7025	0	0
1794	16.8968	4.63828	0.642652	0.922756	0.959142	100	0	0
1795	20.5412	5.11408	0.803543	0.876392	0.930391	74.1303	0	0
1796	12.2584	3.95069	0.81326	0.980776	0.991716	100	0	0
1797	4.22419	2.31914	0.537855	0.787618	0.901581	37.1339	0	0
1798	17.3109	4.69478	0.254106	0.697648	0.955962	23.7101	0	0
1799	3.72723	2.17845	0.714758	0.918174	0.993064	100	0	0
1800	7.12315	3.01156	0.587082	0.847295	0.942587	54.6624	0	0
1801	34.1249	6.5916	0.821552	0.796344	0.908679	39.0033	0	0
1802	28.0785	5.97918	0.390376	0.702265	0.841881	24.2256	0	0
1803	3.97571	2.2499	0.745271	0.893556	0.994288	100	0	0
1804	8.61404	3.31176	0.479184	0.747145	0.957371	30.0546	0	0
1805	4.96964	2.51546	0.92944	0.984202	0.97419	100	0	0
1806	8.61404	3.31176	0.948889	0.913914	0.952275	100	0	0
1807	5.88074	2.73635	0.883351	0.948693	0.993538	100	0	0
1808	39.9228	7.1296	0.964754	0.871961	0.89088	69.6778	0	0
1809	4.14137	2.29629	0.750916	0.917723	0.953067	100	0	0
1810	24.1028	5.53973	0.751017	0.965561	0.961328	100	0	0
1811	6.9575	2.97633	0.869751	0.920032	0.967946	100	0	0
1812	13.6665	4.17142	0.673404	0.917542	0.984588	100	0	0
1813	10.6019	3.67407	0.843726	0.933334	0.984961	100	0	0
1814	11.8443	3.88338	0.605406	0.946258	0.963769	100	0	0
1815	6.70901	2.9227	0.591788	0.872741	0.962005	70.3886	0	0
1816	20.9553	5.16538	0.678285	0.891974	0.977811	100	0	0
1817	4.14137	2.29629	0.773449	0.885313	0.989228	91.312	0	0
1818	14.1635	4.24659	0.593012	0.840648	0.968709	51.91	0	0
1819	26.6704	5.82733	0.763697	0.863115	0.931781	63.0144	0	0
1820	8.69687	3.32764	0.575952	0.926326	1	100	0	0
1821	6.87467	2.95856	0.839285	0.914539	0.984657	100	0	0
1822	4.88681	2.49441	0.770905	0.910674	0.98021	100	0	0
1823	4.30702	2.34177	0.65201	0.884526	0.993623	88.3382	0	0
1824	3.31309	2.05386	0.818435	0.900416	1	100	0	0
1825	4.63833	2.43017	0.725002	0.936927	0.971075	100	0	0
1826	8.03425	3.19836	0.533329	0.790924	0.926247	37.8243	0	0
1827	12.1756	3.93732	0.729368	0.89595	0.967068	100	0	0
1828	6.0464	2.77462	0.626745	0.887095	0.95202	100	0	0
1829	8.94535	3.37484	0.634857	0.849136	0.876785	55.4877	0	0
1830	11.0989	3.75919	0.672245	0.90415	0.963165	100	0	0
1831	7.04032	2.994	0.741574	0.904268	0.956988	100	0	0
1832	14.2463	4.25899	0.763479	0.890411	0.985998	100	0	0
1833	37.3551	6.89652	0.829621	0.743495	0.821555	29.5154	0	0
1834	31.0603	6.28865	0.693605	0.503024	0.586552	9.69102	0	0
1835	9.6908	3.51265	0.761744	0.880326	0.983065	79.3384	0	0
1836	11.7615	3.86978	0.709529	0.905954	0.957104	100	0	0
1837	3.72723	2.17845	0.706148	0.884023	0.955727	86.8318	0	0
1838	8.61404	3.31176	0.543356	0.886074	0.97556	96.3482	0	0
1839	6.0464	2.77462	0.940497	0.954605	0.968561	100	0	0
1840	8.53122	3.2958	0.770616	0.874455	0.971224	72.0504	0	0
1841	4.88681	2.49441	0.760028	0.903347	0.938723	100	0	0
1842	5.4666	2.63824	0.588798	0.9077	0.973786	100	0	0
1843	4.5555	2.40837	0.447281	0.835011	1	49.8097	0	0
1844	9.35949	3.45208	0.702114	0.933107	0.978307	100	0	0
1845	12.0928	3.9239	0.707515	0.915254	0.932758	100	0	0
1846	12.9211	4.05606	0.61165	0.889076	0.9663	100	0	0
1847	7.20598	3.02902	0.6149	0.844726	0.92179	53.559	0	0
1848	13.3352	4.12055	0.545203	0.898843	0.949926	100	0	0
1849	49.6136	7.94795	0.60583	0.829449	0.926057	47.9094	0	0
1850	8.61404	3.31176	0.688573	0.891368	0.945017	100	0	0
1851	3.81006	2.20252	0.735111	0.981938	1	100	0	0
1852	6.54336	2.88639	0.720368	0.907288	1	100	0	0
1853	6.37771	2.84962	0.853939	0.91109	0.949555	100	0	0
1854	11.016	3.74514	0.697905	0.878126	0.985756	76.2264	0	0
1855	5.88074	2.73635	0.652683	0.874862	0.946934	72.4684	0	0
1856	58.5589	8.63479	0.761079	0.810773	0.892554	42.4732	0	0
1857	55.4943	8.4058	0.582933	0.797304	0.888029	39.2187	0	0
1858	3.81006	2.20252	0.728542	0.893811	0.993064	100	0	0
1859	20.7897	5.14492	0.707732	0.896751	0.9403	100	0	0
1860	7.95142	3.18183	0.405334	0.797402	0.9403	39.2407	0	0
1861	8.94535	3.37484	0.800422	0.822336	0.964923	45.6863	0	0
1862	4.38985	2.36418	0.880115	0.925015	0.975203	100	0	0
1863	4.30702	2.34177	0.85697	0.98699	0.970314	100	0	0
1864	4.80399	2.47318	0.65321	0.866897	0.965131	65.6015	0	0
1865	4.72116	2.45177	0.711925	0.882877	0.996935	84.0152	0	0
1866	6.54336	2.88639	0.766246	0.867662	0.941276	66.1664	0	0
1867	6.0464	2.77462	0.892365	0.887106	0.999869	100	0	0
1868	6.29488	2.83106	0.508447	0.792994	0.909604	38.2676	0	0
1869	4.30702	2.34177	0.845301	0.987002	0.973189	100	0	0
1870	75.1244	9.78015	0.509401	0.69911	0.833795	23.8718	0	0
1871	9.93928	3.5574	0.927147	0.967368	1	100	0	0
1872	56.6539	8.49317	0.506993	0.557274	0.674346	12.5142	0	0
1873	4.05854	2.27321	0.608505	0.858632	0.995981	60.3079	0	0
1874	11.9271	3.89693	0.539446	0.850062	0.934703	55.9146	0	0
1875	7.62012	3.11484	0.857443	0.87249	0.985546	70.1568	0	0
1876	4.72116	2.45177	0.744912	0.94526	0.975538	100	0	0
1877	4.63833	2.43017	0.756144	0.92342	0.947656	100	0	0
1878	3.56158	2.12949	0.753	0.997075	0.976555	100	0	0
1879	12.5069	3.99053	0.712297	0.903503	0.963325	100	0	0
1880	28.7411	6.04932	0.642821	0.823543	0.901246	46.0489	0	0
1881	42.7389	7.37678	0.818922	0.896314	0.949634	100	0	0
1882	21.7836	5.26647	0.769486	0.944438	0.974898	100	0	0
1883	4.88681	2.49441	0.595122	0.92346	0.997384	100	0	0
1884	4.47268	2.38638	0.70825	0.906762	0.975538	100	0	0
1885	9.27666	3.43677	0.799841	0.93858	0.97445	100	0	0
1886	8.03425	3.19836	0.52679	0.857214	0.966792	59.5176	0	0
1887	6.37771	2.84962	0.771725	0.92227	0.97774	100	0	0
1888	11.4302	3.81489	0.763796	0.969114	0.963465	100	0	0
1889	4.22419	2.31914	0.791766	0.894122	0.989228	100	0	0
1890	4.5555	2.40837	0.867722	0.95651	0.993623	100	0	0
1891	10.1049	3.58692	0.793545	0.909697	0.933253	100	0	0
1892	7.62012	3.11484	0.505372	0.82989	0.948288	48.0546	0	0
1893	13.3352	4.12055	0.466456	0.825986	0.902278	46.8005	0	0
1894	15.82	4.48806	0.734449	0.894025	0.93225	100	0	0
1895	5.38378	2.61817	0.535325	0.847355	0.958513	54.6889	0	0
1896	9.52514	3.4825	0.73783	0.91477	0.986431	100	0	0
1897	13.8322	4.19662	0.824827	0.87046	0.952601	68.3794	0	0
1898	25.6765	5.71772	0.59104	0.840207	0.923477	51.7385	0	0
1899	20.0442	5.05184	0.533503	0.859192	0.992912	60.628	0	0
1900	3.56158	2.12949	0.76375	0.869714	0.926437	67.7652	0	0
1901	6.79184	2.94069	0.600741	0.85083	0.982324	56.2748	0	0
1902	36.8582	6.85049	0.527617	0.602309	0.77312	15.3701	0	0
1903	7.12315	3.01156	0.573535	0.875318	0.938617	72.9471	0	0
1904	59.3044	8.68957	0.807138	0.725517	0.830744	27.0421	0	0
1905	5.30095	2.59796	0.657453	0.877613	0.981641	75.5795	0	0
1906	14.3291	4.27135	0.538109	0.856229	0.880112	58.9854	0	0
1907	4.22419	2.31914	0.877114	0.926855	0.975203	100	0	0
1908	7.78577	3.14852	0.593679	0.887434	0.995227	100	0	0
1909	12.4241	3.97729	0.764346	0.868837	0.932649	67.0662	0	0
1910	10.4362	3.64525	0.679157	0.938799	1	100	0	0
1911	14.6604	4.32045	0.676119	0.863338	0.909053	63.1581	0	0
1912	12.9211	4.05606	0.733102	0.902818	0.950913	100	0	0
1913	5.21812	2.57758	0.650606	0.959838	1	100	0	0
1914	4.63833	2.43017	0.79057	0.8361	0.977912	50.2011	0	0
1915	11.513	3.82868	0.765467	0.938011	0.946759	100	0	0
1916	5.30095	2.59796	0.553477	0.893846	0.984606	100	0	0
1917	26.9189	5.85442	0.726311	0.820686	0.896986	45.1997	0	0
1918	10.3534	3.63075	0.754007	0.850002	0.892349	55.8866	0	0
1919	3.89288	2.22634	0.91538	0.903464	0.99983	100	0	0
1920	16.8968	4.63828	0.762198	0.80007	0.918591	39.8505	0	0
1921	5.79791	2.71701	0.621596	0.917859	0.972993	100	0	0
1922	7.20598	3.02902	0.447165	0.769484	0.954474	33.6815	0	0
1923	7.78577	3.14852	0.680231	0.925329	0.971605	100	0	0
1924	24.0199	5.5302	0.647252	0.720635	0.820776	26.4179	0	0
1925	5.05247	2.53634	0.620043	0.872616	0.942804	70.2727	0	0
1926	18.3048	4.82768	0.769688	0.918333	0.954945	100	0	0
1927	8.44839	3.27976	0.725119	0.938649	0.963525	100	0	0
1928	4.88681	2.49441	0.958474	0.961691	0.98275	100	0	0
1929	22.4462	5.34597	0.705863	0.934352	0.970574	100	0	0
1930	3.72723	2.17845	0.910524	0.994999	0.965026	100	0	0
1931	4.30702	2.34177	0.845313	0.987002	0.973189	100	0	0
1932	9.93928	3.5574	0.851155	0.930607	0.989005	100	0	0
1933	12.01	3.91044	0.452593	0.825229	0.961126	46.565	0	0
1934	5.4666	2.63824	0.561473	0.891249	0.973	100	0	0
1935	3.31309	2.05386	0.818502	0.900416	1	100	0	0
1936	11.3473	3.80104	0.730185	0.886606	0.930438	100	0	0
1937	23.6058	5.48232	0.945899	0.933432	0.941175	100	0	0
1938	6.46053	2.86807	0.798494	0.934978	0.987627	100	0	0
1939	78.0234	9.96707	0.886527	0.903682	0.911397	100	0	0
1940	5.96357	2.75555	0.726151	0.855945	0.919894	58.8342	0	0
1941	4.05854	2.27321	0.725848	0.908499	0.967501	100	0	0
1942	4.88681	2.49441	0.793665	0.898232	0.98021	100	0	0
1943	31.3916	6.3221	0.789926	0.945213	0.922753	100	0	0
1944	7.78577	3.14852	0.919971	0.76016	0.927136	32.0944	0	0
1945	11.9271	3.89693	0.538513	0.823944	0.973312	46.1706	0	0
1946	12.0928	3.9239	0.707947	0.829651	0.93732	47.9757	0	0
1947	4.88681	2.49441	0.748446	0.910674	0.98021	100	0	0
1948	5.79791	2.71701	0.821079	0.911002	0.987356	100	0	0
1949	46.7974	7.71909	0.339706	0.665725	0.888134	20.4757	0	0
1950	5.30095	2.59796	0.611863	0.8823	0.986049	82.8093	0	0
1951	7.04032	2.994	0.597206	0.829835	0.951643	48.0365	0	0
1952	4.14137	2.29629	0.82782	0.885303	0.993623	91.2698	0	0
1953	14.0806	4.23415	0.656918	0.905522	0.944267	100	0	0
1954	4.05854	2.27321	0.608668	0.858659	0.968152	60.323	0	0
1955	8.03425	3.19836	0.680958	0.901491	0.982317	100	0	0
1956	20.3755	5.09342	0.486374	0.909794	0.948336	100	0	0
1957	18.8018	4.89277	0.831773	0.900905	0.950322	100	0	0
1958	6.62619	2.9046	0.710739	0.887437	0.977763	100	0	0
1959	5.96357	2.75555	0.53487	0.723825	0.87209	26.8237	0	0
1960	4.80399	2.47318	0.97708	0.953506	0.97419	100	0	0
1961	3.89288	2.22634	0.91543	0.903464	0.99983	100	0	0
1962	3.31309	2.05386	0.853754	0.915645	1	100	0	0
1963	26.2563	5.78191	0.801303	0.915488	0.912021	100	0	0
1964	17.6422	4.73949	0.862209	0.926008	0.950282	100	0	0
1965	4.30702	2.34177	0.847443	0.950307	0.985133	100	0	0
1966	6.12922	2.79356	0.803845	0.973846	0.985468	100	0	0
1967	27.6643	5.93492	0.378312	0.661471	0.864374	20.0834	0	0
1968	4.80399	2.47318	0.728061	0.920967	0.98021	100	0	0
1969	10.2706	3.6162	0.635903	0.88938	0.948921	100	0	0
1970	10.9332	3.73103	0.81412	0.867099	0.989168	65.7494	0	0
1971	6.29488	2.83106	0.772714	0.974027	1	100	0	0
1972	38.4319	6.99521	0.617485	0.820954	0.911403	45.2781	0	0
1973	12.6726	4.01687	0.731032	0.930138	1	100	0	0
1974	14.8261	4.34479	0.64354	0.86819	0.958129	66.5659	0	0
1975	16.317	4.55801	0.575007	0.842714	0.944505	52.7305	0	0
1976	47.957	7.81414	0.881875	0.661327	0.700881	20.0703	0	0
1977	8.03425	3.19836	0.82325	0.955048	0.979727	100	0	0
1978	6.9575	2.97633	0.886061	0.975267	0.977361	100	0	0
1979	3.81006	2.20252	0.728335	0.893791	0.993064	100	0	0
1980	26.6704	5.82733	0.736817	0.896679	0.877193	100	0	0
1981	8.53122	3.2958	0.830007	0.939006	0.97757	100	0	0
1982	37.9349	6.94984	0.697926	0.834204	0.920138	49.5244	0	0
1983	7.12315	3.01156	0.814839	0.979661	0.963816	100	0	0
1984	28.9896	6.07541	0.823656	0.95484	0.945621	100	0	0
1985	10.3534	3.63075	0.643401	0.795862	0.915208	38.8961	0	0
1986	3.6444	2.15411	0.873782	0.967122	0.965026	100	0	0
1987	6.46053	2.86807	0.66756	0.852414	0.996844	57.0363	0	0
1988	23.8543	5.5111	0.797854	0.748658	0.823931	30.2821	0	0
1989	16.8968	4.63828	0.911535	0.890297	0.949592	100	0	0
1990	26.0906	5.76364	0.598455	0.951647	0.931719	100	0	0
1991	9.19383	3.4214	0.856748	0.844719	0.921957	53.556	0	0
1992	3.14744	2.00186	0.750352	0.898761	0.983557	100	0	0
1993	5.13529	2.55704	0.663484	0.908393	0.986765	100	0	0
1994	8.36556	3.26364	0.962271	0.904561	0.970295	100	0	0
1995	6.0464	2.77462	0.45085	0.834035	0.989996	49.4648	0	0
1996	4.96964	2.51546	0.594682	0.872132	0.99514	69.8312	0	0
1997	28.2441	5.99679	0.771325	0.838029	0.887185	50.9104	0	0
1998	25.0139	5.64346	0.646199	0.861261	0.911417	61.8531	0	0
1999	13.1695	4.09487	0.745948	0.824518	0.900938	46.346	0	0
2000	4.22419	2.31914	0.851075	0.962076	0.978356	100	0	0
2001	7.12315	3.01156	0.987733	0.991911	0.978195	100	0	0
2002	5.54943	2.65815	0.692034	0.90963	0.981087	100	0	0
2003	17.5594	4.72835	0.687081	0.927872	0.934894	100	0	0
2004	13.1695	4.09487	0.535002	0.86582	0.947237	64.831	0	0
2005	3.81006	2.20252	0.728334	0.893791	0.993064	100	0	0
2006	3.89288	2.22634	0.743547	0.917581	1	100	0	0
2007	37.438	6.90416	0.643105	0.833456	0.93113	49.2628	0	0
2008	22.7775	5.38528	0.597349	0.795805	0.927756	38.8834	0	0
2009	10.5191	3.65969	0.651651	0.84308	0.939233	52.879	0	0
2010	17.3109	4.69478	0.719787	0.669673	0.79959	20.8473	0	0
2011	4.30702	2.34177	0.86475	0.950301	0.972008	100	0	0
